SampleNo,15L,25L,45L,75L,110L,15a,25a,45a,75a,110a,15b,25b,45b,75b,110b,15Si,45Si,75Si,15Sa,45Sa,75Sa,G,726C,718Y,783S,772S,755C,744S,717C,980,910,135,828,835,831,826,836,838,815,856,892,895,855,851,858,839,896,862,865,891,898,845,832,816,818,233,940,424,356,384,306,318,331,198,154,290,522,322,570,410,550,530,371,482,343,030,960,580,670,632,110,821,190
744SMR02,52.88,38.65,17.06,4.56,2.23,0.64,0.6,0.35,0.07,-0.02,7.03,6.01,3.69,0.85,0.13,16.48,16.34,12.4,35.64,28.61,12.84,8.27,0.0,0.0,0.0,0.0,0.0,7.05,0.0,91.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
744SMR04,71.27,56.1,29.78,10.84,4.65,0.67,0.63,0.39,0.2,0.11,8.22,7.14,4.74,2.42,0.91,14.92,15.06,14.72,33.68,31.79,26.18,8.74,0.0,0.0,0.0,0.0,0.0,16.78,0.0,81.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
744SMR06,87.03,71.94,42.41,19.24,9.74,0.48,0.43,0.25,0.17,0.16,7.96,6.88,4.69,2.87,2.08,13.08,14.73,15.78,31.94,32.41,27.05,8.43,0.0,0.0,0.0,0.0,0.0,31.04,0.0,67.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0
744SMR08,100.71,86.94,56.44,29.67,18.32,0.13,0.12,-0.03,0.01,0.05,6.08,5.12,3.47,2.51,2.38,11.45,14.24,15.85,31.53,32.66,28.31,7.76,0.0,0.0,0.0,0.0,0.0,54.01,0.0,43.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
744SMR10,118.18,104.84,73.59,46.42,36.65,-0.39,-0.32,-0.48,-0.55,-0.72,0.46,-0.12,-0.77,-1.15,-1.25,10.83,14.74,14.98,27.44,31.54,28.34,7.11,0.0,0.0,0.0,0.0,0.0,97.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
744SSC00,149.39,109.07,56.25,34.03,28.58,-0.31,-0.25,-0.41,-0.43,-0.58,0.36,-0.8,-1.16,-0.88,-0.92,9.05,9.58,8.72,20.54,27.49,21.87,4.83,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
744SSC05,131.1,110.06,68.36,40.81,33.1,-0.33,-0.28,-0.44,-0.51,-0.68,0.57,-0.26,-0.95,-1.09,-1.15,10.45,12.94,12.46,25.65,31.7,26.11,6.29,0.0,0.0,0.0,0.0,0.0,98.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0
744SSC10,118.04,104.86,73.53,46.57,36.63,-0.38,-0.32,-0.47,-0.56,-0.72,0.46,-0.12,-0.76,-1.15,-1.26,11.35,13.7,16.37,27.1,32.64,27.66,7.12,0.0,0.0,0.0,0.0,0.0,97.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
744SSC20,107.16,98.25,75.35,51.72,40.62,-0.43,-0.38,-0.49,-0.6,-0.76,0.28,-0.13,-0.59,-1.11,-1.32,11.58,13.9,15.79,29.48,33.48,30.19,7.58,0.0,0.0,0.0,0.0,0.0,94.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0
755CMR02,43.5,31.42,12.73,3.47,1.99,0.79,0.6,0.32,0.05,-0.01,7.24,5.7,3.28,0.67,0.1,12.69,10.91,7.1,37.06,30.47,10.36,8.21,0.0,0.0,0.0,0.0,7.08,0.0,0.0,91.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
755CMR04,62.06,48.3,24.73,8.8,3.99,0.88,0.67,0.37,0.18,0.05,8.95,7.2,4.45,2.32,0.75,10.68,11.72,10.61,34.6,31.58,23.36,9.28,0.0,0.0,0.0,0.0,16.84,0.0,0.0,81.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
755CMR06,76.73,63.52,37.49,16.99,8.8,0.74,0.59,0.3,0.2,0.13,9.16,7.59,4.88,2.96,2.06,9.98,12.07,11.38,31.07,32.76,28.43,9.36,0.0,0.0,0.0,0.0,31.14,0.0,0.0,67.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0
755CMR08,94.47,80.94,52.39,27.93,17.47,0.28,0.2,-0.01,0.04,0.05,7.29,5.98,3.85,2.72,2.45,9.57,11.35,12.54,27.17,33.05,29.46,8.76,0.0,0.0,0.0,0.0,54.11,0.0,0.0,43.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
755CMR10,119.28,104.54,71.83,45.76,36.41,-0.39,-0.36,-0.54,-0.57,-0.71,0.22,-0.44,-1.05,-1.24,-1.37,8.61,11.02,11.02,22.91,30.25,28.23,7.54,0.0,0.0,0.0,0.0,97.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0
755CSC00,144.07,108.78,59.25,36.3,30.08,-0.36,-0.42,-0.49,-0.46,-0.62,0.04,-1.3,-1.25,-0.98,-1.13,8.14,7.51,7.78,17.02,27.11,21.79,5.3,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
755CSC05,128.34,108.2,68.27,42.15,34.08,-0.34,-0.35,-0.54,-0.53,-0.69,0.28,-0.6,-1.17,-1.16,-1.3,8.51,11.07,11.32,20.43,29.44,25.06,6.81,0.0,0.0,0.0,0.0,98.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0
755CSC10,119.35,104.62,71.94,45.82,36.37,-0.37,-0.36,-0.53,-0.57,-0.71,0.21,-0.45,-1.03,-1.22,-1.38,9.34,10.91,11.62,21.93,31.57,26.89,7.56,0.0,0.0,0.0,0.0,97.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0
755CSC20,111.62,100.18,72.92,49.08,38.91,-0.42,-0.39,-0.54,-0.6,-0.74,0.13,-0.43,-0.95,-1.26,-1.45,9.76,11.52,12.63,24.79,31.16,28.68,8.09,0.0,0.0,0.0,0.0,94.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0
772SMR02,47.56,31.41,10.09,2.36,1.47,0.73,0.69,0.34,0.0,-0.03,7.39,6.1,3.09,0.16,-0.13,29.1,29.16,8.0,34.55,21.95,5.63,8.95,0.0,0.0,0.0,7.05,0.0,0.0,0.0,91.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
772SMR04,67.51,47.85,19.51,4.72,2.35,0.79,0.7,0.39,0.08,0.0,8.7,7.07,3.99,0.89,0.17,23.51,22.55,19.73,37.23,28.15,9.71,10.36,0.0,0.0,0.0,16.78,0.0,0.0,0.0,81.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
772SMR06,85.69,65.1,31.16,10.17,4.56,0.69,0.6,0.33,0.19,0.11,9.29,7.59,4.54,2.13,0.82,20.72,25.86,22.72,37.51,29.02,21.34,10.27,0.0,0.0,0.0,31.04,0.0,0.0,0.0,67.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0
772SMR08,105.82,84.75,45.95,19.48,10.72,0.31,0.27,0.08,0.12,0.16,7.87,6.35,3.87,2.42,2.05,18.6,27.03,26.89,37.11,30.69,24.93,9.35,0.0,0.0,0.0,54.01,0.0,0.0,0.0,43.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
772SMR10,132.28,111.08,67.89,38.63,31.02,-0.35,-0.3,-0.44,-0.51,-0.72,0.35,-0.39,-0.92,-1.13,-1.33,15.83,26.06,28.18,36.08,33.52,25.48,8.36,0.0,0.0,0.0,97.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
772SSC00,157.24,99.21,42.33,27.01,23.2,-0.47,-0.27,-0.32,-0.35,-0.52,-0.54,-1.36,-0.92,-0.73,-0.9,12.26,13.01,10.09,26.31,24.47,18.11,5.48,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
772SSC05,145.42,112.37,59.48,33.63,28.11,-0.3,-0.25,-0.41,-0.46,-0.65,0.27,-0.7,-1.07,-1.0,-1.19,15.28,23.49,20.83,32.87,31.33,22.89,7.39,0.0,0.0,0.0,98.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0
772SSC10,132.42,111.21,67.9,38.72,30.98,-0.35,-0.3,-0.45,-0.52,-0.71,0.33,-0.38,-0.93,-1.13,-1.32,16.46,24.35,24.77,35.0,34.44,27.34,8.37,0.0,0.0,0.0,97.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
772SSC20,117.99,105.0,73.71,44.91,34.52,-0.4,-0.34,-0.47,-0.57,-0.76,0.26,-0.26,-0.76,-1.22,-1.46,18.09,26.25,28.82,36.86,34.69,29.41,9.28,0.0,0.0,0.0,94.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0
783SMR02,40.74,23.28,5.27,1.78,1.31,0.82,0.57,0.12,-0.04,-0.04,7.44,4.93,1.15,-0.13,-0.18,50.03,16.21,4.61,28.84,21.4,3.97,10.43,0.0,0.0,7.08,0.0,0.0,0.0,0.0,91.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
783SMR04,59.67,39.24,13.17,3.41,2.07,1.03,0.78,0.31,0.04,-0.01,9.81,7.17,3.27,0.52,0.06,37.03,32.89,10.2,34.09,21.23,7.65,12.14,0.0,0.0,16.84,0.0,0.0,0.0,0.0,81.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
783SMR06,79.65,57.25,24.13,7.34,3.81,0.94,0.74,0.36,0.14,0.04,10.59,8.1,4.2,1.54,0.59,32.46,33.33,19.28,36.58,24.75,15.94,13.0,0.0,0.0,31.14,0.0,0.0,0.0,0.0,67.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0
783SMR08,103.11,78.73,38.28,15.42,8.61,0.54,0.42,0.16,0.14,0.11,9.52,7.28,4.04,2.31,1.81,31.43,37.46,34.69,37.02,26.53,19.58,12.57,0.0,0.0,54.11,0.0,0.0,0.0,0.0,43.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
783SMR10,133.98,111.28,66.56,38.88,32.22,-0.28,-0.24,-0.43,-0.52,-0.73,0.61,-0.21,-0.89,-1.15,-1.36,28.6,41.24,37.8,37.68,29.71,22.53,11.02,0.0,0.0,97.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0
783SSC00,156.2,100.43,45.11,29.27,25.73,-0.36,-0.22,-0.35,-0.41,-0.57,-0.09,-1.02,-1.07,-0.89,-1.03,21.56,19.42,12.99,35.03,25.14,19.68,7.81,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
783SSC05,147.03,112.17,58.36,34.15,29.45,-0.25,-0.22,-0.4,-0.48,-0.68,0.55,-0.53,-1.02,-1.06,-1.24,26.63,36.08,25.95,37.23,27.68,21.03,9.68,0.0,0.0,98.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0
783SSC10,134.08,111.11,66.25,38.8,32.1,-0.27,-0.24,-0.43,-0.51,-0.73,0.63,-0.18,-0.92,-1.15,-1.34,29.07,41.32,37.67,37.58,29.57,22.86,10.99,0.0,0.0,97.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0
783SSC20,120.94,106.14,72.52,44.53,35.62,-0.33,-0.28,-0.44,-0.58,-0.77,0.55,-0.07,-0.69,-1.23,-1.46,30.84,39.35,37.59,37.63,32.55,26.58,12.25,0.0,0.0,94.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0
815MR02,21.43,11.6,2.66,1.41,1.14,3.21,2.5,0.6,0.07,0.04,22.87,13.57,2.04,0.16,-0.13,30.04,8.87,3.11,28.74,18.95,1.96,3.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
815MR04,35.16,22.97,7.13,2.58,1.8,4.59,3.88,2.17,0.41,0.19,32.57,24.19,7.68,1.26,0.43,21.34,18.1,6.23,34.26,23.31,4.91,4.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
815MR06,48.64,33.96,13.91,4.91,3.02,5.8,5.11,3.25,1.22,0.74,41.16,31.75,15.64,3.77,1.51,20.18,17.96,11.79,33.64,26.57,9.92,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0
815MR08,65.68,49.33,24.61,11.28,6.69,7.49,6.76,5.05,3.31,2.49,52.6,42.46,24.89,10.85,5.25,16.72,18.48,13.39,33.9,27.29,20.49,6.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
