SampleNo,CR,15ML,15L,25L,45L,75L,110L,15Ma,15a,25a,45a,75a,110a,15Mb,15b,25b,45b,75b,110b,15Mc,15c,25c,45c,75c,110c,15Mh,15h,25h,45h,75h,110h,15Si,45Si,75Si,15Sa,45Sa,75Sa,G,726C,718Y,783S,772S,755C,744S,717C,980,910,135,828,835,831,826,836,838,815,856,892,895,855,851,858,839,896,862,865,891,898,845,832,816,818,233,940,424,356,384,306,318,331,198,154,290,522,322,570,410,550,530,371,482,343,030,960,580,670,632,110,821,190,020,010
TOYOTA 6J7 CK006,0.988609,62.61,60.96,50.16,28.77,13.21,7.48,-8.33,-7.81,-6.65,-4.63,-3.59,-2.77,-1.75,-1.67,-1.77,-1.8,-1.77,-1.42,8.51,7.99,6.88,4.97,4,3.11,191.86,192.1,194.92,201.28,206.17,207.18,29.11,36.59,38.6,34.13,26.37,18.95,10.33,0,0,30.37838292,0,0,0,0,43.59157866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.933764698,0,0,0,0.896998409,3.16474792,16.03452739,0,0,0,0,0,0,0,0
TOYOTA 6K2 CK001,0.999848,57.71,54.29,39.05,18.38,7.99,5.28,-8.87,-8.45,-7.33,-4.98,-2.67,-1.31,-3.29,-3.16,-3.21,-3.16,-4.1,-3.91,9.46,9.02,8,5.9,4.89,4.12,200.34,200.5,203.65,212.36,236.86,251.52,18.42,15.37,11.67,34.62,27.05,14.41,7.71,0,0,0,7.634475592,0,7.634475592,0,66.45995391,0.092457591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.646059383,0,0,1.943447159,0,0,0,0,0,1.715190774,0,0,0,0,12.62577212,0,0,0,0,1.248167879,0,0,0,0,0,0,0,0,0
TOYOTA 6L1 CK010,0.997996,102.72,99.29,89.12,66.64,47.16,38.23,-6.44,-5.74,-5.48,-5.26,-5.84,-6.69,1.46,1.39,0.79,-0.22,-1.38,-2.24,6.6,5.91,5.54,5.27,6,7.06,167.25,166.35,171.82,182.36,193.34,198.5,9.55,10.27,8.56,24.25,28.26,24.77,6.45,69.68018313,0,0,10.18059026,0,10.18059026,0,0,0.131474063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.405874652,0,0,0,5.063355932,0,0,0,0,0,0,2.357931693,0,0
TOYOTA 6L1 CK012,0.972196,108.09,103.77,92.43,66.74,42.4,31.26,-7.11,-6.25,-5.78,-4.99,-5.04,-5.7,-0.29,-0.15,-0.59,-1.33,-2.23,-2.78,7.11,6.26,5.81,5.16,5.51,6.35,182.35,181.36,185.88,194.97,203.89,206.02,14.69,15.91,15.33,30.54,31.21,26.99,7.23,7.803448746,0,0,29.43024536,0,29.43024536,18.1716245,5.346416911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.58743898,0,0,0,1.867601818,0,0,0,0,4.112178926,0,0,0,0,0,0,1.25079939,0,0
TOYOTA 6L6 CK001,0.979269,75.17,73.3,65.01,48.33,34.69,27.31,-8.16,-7.87,-7.94,-8.3,-9.05,-9.17,5.79,5.44,4.19,1.83,0.22,-0.32,10.01,9.57,8.98,8.5,9.06,9.18,144.65,145.35,152.18,167.53,178.59,182.02,5.68,4.92,4.55,22.5,24.18,18.35,5.82,20.80948341,0,0,0,0,0,33.89136786,14.24278219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.014130815,0,0,0,0,0.260345934,0,6.005739176,0,0,0,0,0,0,7.685878933,0,0,0,0,2.225823252,12.86444843,0,0,0,0,0,0,0,0
TOYOTA 6L6 CK002,0.99217,90.16,86.72,73.34,51.67,37.85,31.69,-3.85,-3.7,-3.95,-4.73,-5.29,-5.72,3.83,3.43,2.47,1.37,0.01,-1.08,5.43,5.05,4.66,4.92,5.29,5.82,135.16,137.19,148,163.85,179.85,190.65,5.9,4.38,3.46,19.6,19.21,13.46,5.89,18.68528203,0,0,0,0,0,43.5119635,0,0.481053311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.176392968,1.071977336,0,0,0,0,0,0,0,0,0,0,0,0,0,3.13389666,0,0,0,0,0.613450169,26.21300971,0,1.112974319,0,0,0,0,0,0
TOYOTA 6L6 CK003,0.912577,104.54,99.86,83.01,55.46,37.41,29.75,-5.16,-5.44,-6.94,-7.38,-7.59,-7.81,-0.13,-0.82,0.3,0.36,-0.72,-1.68,5.16,5.51,6.95,7.39,7.63,7.99,181.49,188.54,177.53,177.17,185.41,192.18,5.85,4.56,4.59,17.16,20.94,16.42,5.7,12.23136316,0,0,0,0,0,28.47725999,0,0.063230118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.17729533,0,0,0,0.656164119,0.193445222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47513204,12.36257373,0,0,2.363536294,0,0,0,0,0
TOYOTA 6L6 CK005,0.977183,81.37,79.45,71.74,54.33,38.21,29.36,-6.68,-6.35,-6.45,-6.85,-7.84,-8.29,5.59,5.25,4.23,2.2,0.87,0.48,8.71,8.24,7.71,7.2,7.89,8.3,140.07,140.44,146.74,162.15,173.7,176.66,7.21,6.77,6.17,23.02,24.25,19.94,6.15,18.30920231,0,0,1.88761218,0,1.88761218,42.58984266,11.40047293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.811009253,0,0,0,0,0,0,4.658104429,0,0,0,0,0,0,5.379352516,0,0,0,0,2.779590184,10.29720136,0,0,0,0,0,0,0,0
TOYOTA 6L6 CK011,0.996785,102.09,98.04,85.18,59.67,38.03,28.03,-6.78,-6.22,-5.88,-5.28,-5.25,-5.64,4.86,4.52,3.62,2.4,1.9,1.79,8.34,7.69,6.91,5.8,5.58,5.92,144.37,144.01,148.35,155.52,160.11,162.36,5.64,6.06,5.51,18.47,23.66,21.67,5.72,21.10811318,0,0,0,0,0,49.14135246,23.53829487,0.04081632,0.244669259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252656396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.596109587,0,0,0,1.356415744,0,0,3.721572184,0,0,0,0,0,0
TOYOTA 6L7 CK002,0.991223,83.68,80.5,65.28,41.42,26.59,20.27,1.28,1.21,0.93,0.55,0.72,0.74,13.17,12.46,10.52,7.8,5.86,4.47,13.23,12.52,10.56,7.82,5.9,4.53,84.45,84.45,84.93,85.97,82.95,80.56,19.66,10.89,6.39,27.61,26.17,22.47,8.28,26.82748754,0,16.81313175,0,0,0,0,24.82766611,0.246468062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.269474099,0,0,0,3.131291294,3.927811732,0,0,0,0,0,0,0,0,1.531680679,22.42498874,0,0,0,0,0,0,0,0
TOYOTA 6M3 CK000,0.999882,65.79,61.7,45.77,22.85,8.66,4.47,-5.45,-5.06,-3.96,-2.31,-1.02,-0.28,-3.09,-2.72,-2.73,-2.24,-1.43,-0.72,6.27,5.74,4.81,3.22,1.76,0.77,209.58,208.24,214.61,224.08,234.41,248.86,11.4,9.66,7.2,31.89,27.96,20.67,7.47,2.276877649,0,0,0,0,8.68869604,3.725890574,66.3684536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.757511916,0,0,0,0,0,0,0,0,0,0,1.852056282,0,0,0,0,0,0,0,0,0,0,6.38926774,0,0,0,0,0.653667104,5.287579091,0,0,0,0,0,0,0,0
TOYOTA 6M3 CK001,0.99979,90.05,85.63,68.01,39.5,20.45,12.73,-7.55,-7.22,-6.18,-4.1,-2.38,-1.56,-0.32,-0.12,0.01,-0.05,-0.43,-0.74,7.55,7.22,6.18,4.1,2.41,1.73,182.47,180.93,179.92,180.68,190.15,205.22,8.95,8.09,7.58,25.35,29.52,24.33,7.05,23.03141086,0,0,0,0,4.84202987,2.07622643,55.3212085,0,0,0,0,0,0,0,0,0,0,0,0,10.81507075,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225270908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.326495102,0,0,0,1.015285415,0,1.347002159,0,0,0,0,0,14.28,0
TOYOTA 6M3 CK003,0.999793,85.57,81.55,64.47,36.15,16.13,8.32,-4.4,-4.05,-3.46,-2.36,-1.28,-0.75,-2.64,-2.5,-2.64,-2.26,-1.43,-0.95,5.13,4.76,4.35,3.27,1.92,1.21,210.93,211.7,217.34,223.77,228.28,231.59,10.48,9.08,8.4,29.12,28.48,24.49,7.24,1.970654231,0,0,0,0,17.84264785,15.71852311,57.32535841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.465442128,0,0,0,0,0,0,0,0,0,0,4.904308271,0,0,0,0,0.773065998,0,0,0,0,0,0,0,0,0
TOYOTA 6M4 CK102,0.999992,45.59,41.56,27.88,12.43,5.89,4.38,-2.3,-2.06,-2.12,-1.97,-1.52,-1.19,14.77,13.04,8.3,4.26,1.14,0.28,14.95,13.2,8.56,4.69,1.9,1.23,98.85,99,104.32,114.82,142.94,166.65,11.07,4.69,2.63,33.63,29.07,10.75,6.78,1.247888809,0,0,0,0,0,2.908197971,84.37672833,0.060878713,0.319541767,0,0,0,0,0,0,4.709613679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.340233638,0,0,0,0,0,0,0,0,0,0,0,0,5.036917096,0,0,0,0,0,0
TOYOTA 6M5 CK001,0.994548,81.07,77.43,61.22,37,22.61,16.11,-8.61,-8.39,-7.33,-5.66,-4.69,-4.16,-0.43,-0.24,-0.17,-0.45,-0.39,-0.27,8.63,8.39,7.34,5.67,4.71,4.17,182.89,181.61,181.3,184.52,184.73,183.69,7.66,6.99,6.54,27.84,29.64,21.26,7.32,23.47920692,0,0,0.453272587,0,0.453272587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.99700886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.214737747,0,0,0,0,0.18781408,53.94954774,0,5.265139478,0,0,0,0,0,0
TOYOTA 6M6 CK001,0.99938,53.42,49.88,35.08,17.34,9.21,6.5,-31.45,-29.14,-22.1,-11.64,-3.83,-1.13,-6.71,-6.6,-6.24,-5.83,-6.47,-6.22,32.16,29.88,22.96,13.02,7.52,6.33,192.05,192.76,195.78,206.6,239.41,259.7,7.38,4.27,3.47,31.29,25.32,14.76,6.06,8.432401623,0,0,0,0,0,3.112660167,51.14732914,0.126951809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.00481695,0,0,0,0.162879727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.840977679,0,17.17198291,0,0,0,0,0
TOYOTA 6M6 CK002,0.999954,57.53,53.85,38.74,18.91,8.99,5.76,-26.43,-24.61,-19.01,-9.79,-2.3,0.3,-7.31,-6.95,-6.21,-4.89,-4.63,-4,27.42,25.58,20,10.95,5.17,4.01,195.47,195.77,198.09,206.56,243.55,274.31,7.77,5.48,3.61,32.01,27.93,16.73,6.31,10.44922341,0,0,0,0,0,1.218850143,71.61887916,0.06884081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.468494148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.322009471,0,11.28622398,0,3.567478883,0,0,0,0,0
TOYOTA 6M8 CK001,0.999261,110.39,105.81,90.5,61.07,38.48,28.98,-14.63,-13.23,-12.07,-10.29,-10.19,-10.94,-8.6,-7.95,-7.73,-6.68,-6.16,-6.16,16.98,15.44,14.33,12.27,11.91,12.55,210.45,211.01,212.63,212.99,211.15,209.38,6.06,6.38,6.38,18.74,25.34,21.76,5.51,53.61394582,0,0,0,0,0,32.60596778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.565818506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.685786913,0,0,0,0,1.528480976,0,0,0,0,0,0,0,0,0
TOYOTA 6M8 CK002,0.985499,130.59,122.7,98.92,60.58,36.76,28.71,-11.89,-10.57,-9.26,-7.12,-6.27,-6.69,-4.71,-4.32,-4.71,-4.69,-5.39,-6.18,12.79,11.42,10.39,8.52,8.27,9.11,201.62,202.21,206.94,213.41,220.72,222.71,9.96,10.54,9.05,25.89,26.77,22.15,5.71,0,0,0,11.61536264,0,55.05404391,23.59742188,0,0.021118168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.65411843,0.200286621,0,0,0,0,0,0,0,0,0,4.069725187,0,0,0,0,0,0,0,0,0.746793796,0,3.04112936,0,0,0,0,0,0,0
TOYOTA 6M8 CK003,0.993902,111.73,105.78,85.89,55.11,36.7,29.9,-12.68,-11.76,-10.84,-9.88,-9.95,-10.55,-3.92,-3.81,-4.14,-4.51,-5.9,-7.07,13.28,12.36,11.6,10.87,11.57,12.7,197.19,197.96,200.88,204.55,210.63,213.81,8.28,7.03,7.14,23.49,25.72,17.98,5.6,21.24781587,0,0,0,0,41.04161709,17.5920819,5.331719378,0.199616788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.917883795,1.829311167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.197156947,0,0,0,0.642797059,0,0,0,0,0,0,0,0,0
TOYOTA 6N5 CK001,0.991515,56.86,51.36,31.86,14.91,9.91,8.01,-45.81,-42.31,-30.16,-16.57,-9.48,-6.48,-5.28,-5.14,-5.23,-6.4,-8,-8.15,46.12,42.63,30.61,17.76,12.4,10.41,186.57,186.93,189.85,201.12,220.15,231.54,15.34,6.36,3.15,33.76,23.11,12.47,6.98,0,0,2.420617399,7.855606858,0,5.445606202,0,42.14302032,0.183296386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.434624014,0,0,0,1.23718728,0,14.26205328,0,23.01798826,0,0,0,0,0
TOYOTA 6N5 CK010,0.993583,37.26,35.23,26.23,13.57,7.39,5.51,-29.67,-28.93,-24.3,-15.57,-7.09,-3.76,-2.4,-2.52,-3.16,-4.76,-6.88,-6.84,29.77,29.04,24.5,16.28,9.88,7.8,184.62,184.98,187.4,197.01,224.17,241.22,16.74,11.41,6.13,32.08,25.8,10.48,4.89,2.222433635,0,0,2.563153624,0,2.563153624,0,48.66083385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.025846982,0,0,0,0.693153577,0,0,0,0,0,0,0,0,0,0,12.41640991,0,0,0,2.568384742,0,0,0,26.28663006,0,0,0,0,0
TOYOTA 6N8 CK000,0.99948,76.43,73.31,59.14,36.33,21.54,15.16,-20.33,-19.35,-17.37,-13.62,-10.73,-9.21,1.17,1.02,0.39,-0.49,-1.93,-2.95,20.36,19.38,17.37,13.63,10.9,9.67,176.7,177,178.73,182.07,190.22,197.79,7.32,6.71,5.88,27.84,29.26,23.3,6.88,28.28206497,0,0,0,0,0,0,51.53019852,0.182664278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.002938752,0,0,0,1.377767773,0,0,13.62436571,0,0,0,0,14.06,0
TOYOTA 6N8 CK001,0.987643,84.16,80.57,63.94,37.9,21.19,14.07,-32.12,-30.33,-26.45,-19.36,-14.51,-11.89,3.19,2.84,1.79,0.16,-1.03,-1.51,32.28,30.46,26.51,19.36,14.54,11.98,174.33,174.66,176.13,179.52,184.07,187.24,6.59,6.34,5.95,26.21,29.54,23.38,6.95,30.14063068,0,0,0,0,0,0,20.92793791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.289770742,0,0,0,1.239599708,18.90265359,0,23.49940737,0,0,0,0,14.07,0
TOYOTA 6N8 CK002,0.990417,79.67,76.57,64.67,42.85,26.09,18.28,-22.56,-21.29,-19.27,-15.42,-12.54,-10.97,3.78,3.42,2.44,0.8,-0.45,-0.99,22.87,21.56,19.42,15.44,12.54,11.02,170.48,170.89,172.79,177.03,182.04,185.17,6.7,7.25,6.46,27.38,29.9,24.82,6.6,36.27077755,0,0,0,0,0,0,21.40876358,0.053470164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.695724006,0,0,0,0,2.197756623,19.33694775,0,16.03656034,0,0,0,0,7.61,0
TOYOTA 6N8 CK003,0.904684,62.69,60.82,53.14,37.36,24.16,17.38,-24.02,-23.25,-21.49,-18.07,-15.3,-13.39,3.94,3.79,2.98,1.37,-0.39,-1.36,24.35,23.56,21.69,18.12,15.3,13.46,170.68,170.73,172.09,175.67,181.47,185.79,7.51,7.68,7.07,30.07,31.66,26.45,6.62,24.89390117,0,0,0,0,0,0,22.91213547,0.14160349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.90579237,0,0,0,0,4.017802285,20.69483204,0,21.43393318,0,0,0,0,5.47,0
TOYOTA 6P1 CK004,0.998578,62.3,57.74,40.62,19.48,8.69,5.16,-48.37,-44.9,-34.73,-19.05,-7.34,-2.01,-8.64,-8.39,-7.61,-7.04,-7.75,-7.01,49.14,45.67,35.55,20.31,10.68,7.29,190.13,190.58,192.37,200.28,226.56,253.99,6.91,4.87,4.24,29.11,26.42,15.91,5.98,14.55793161,0,0,0,0,0,0,45.61226775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.65235715,0,0,0,0,0,8.622999681,0,20.5544438,0,0,0,0,0
TOYOTA 6P2 CK107,0.999591,42.66,39.28,26.99,12.36,6.21,4.52,-24.58,-22.67,-17.08,-8.06,-0.84,0.94,-1.13,-0.81,-2.82,-4.48,-5.5,-4.68,24.61,22.68,17.32,9.22,5.57,4.77,182.64,182.05,189.38,209.05,261.37,281.39,9.82,6.97,4.36,36.91,28.57,10.6,4.68,2.82216157,0,0,0,0,0,0,60.36860158,0.056973402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.68751363,0,0,0,0,0,10.2955351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.434492306,0,0,0,0,0.738257652,0,13.59646476,0,0,0,0,0,0,0
TOYOTA 6P2 CK109,0.999737,43.55,39.53,24.48,8.6,3.79,2.8,-25.64,-23.72,-16.16,-6.34,-0.37,0.56,-4.92,-3.58,-4.38,-5.28,-4.31,-3.47,26.1,23.99,16.75,8.25,4.33,3.51,190.85,188.59,195.17,219.76,265.16,279.12,13.44,8.94,3.95,33.65,23.47,6.3,4.95,0,0,0,0,0,2.008851304,0.860936273,63.18087888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.78175679,0,0,0,0,3.773614877,0,0,0.520475111,0,0,0,0,0,0,0,0,0,0,0,0,0,13.35924462,0,0,0,0,0.297161538,0,5.217080615,0,0,0,0,0,0,0
TOYOTA 6P4 CK001,0.710452,65.35,63.16,53.38,37.26,27.14,22.72,-55.08,-52.99,-48.3,-40.2,-34.69,-31.67,5.45,4.75,2.79,-1,-4.84,-5.96,55.34,53.2,48.38,40.21,35.02,32.22,174.35,174.88,176.69,181.43,187.95,190.65,5.86,4.18,3.18,25.21,24.45,19.5,5.81,8.603412293,0,0,0,0,0,20.02719068,0,0.163713919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.520631776,0,0,0,0,0,0,0,0,0,0,0,0,0,9.800868438,0,0,0,0,2.698635185,10.27686838,0,0,42.90867933,0,0,0,0,0
TOYOTA 6P5 CK002,0.93833,64.22,61.92,49.29,29.32,16.91,12.02,-43.8,-42.25,-36.18,-25.75,-17.89,-14.16,3.62,4.73,3.21,-0.18,-3.75,-5.04,43.95,42.52,36.32,25.75,18.28,15.03,175.27,173.62,174.93,180.4,191.82,199.58,9.7,9.73,7.07,32.12,28.82,24.32,6.57,9.147947575,0,0,0,0,0,0,28.49314229,0.063742497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.57047282,0,0,0,0,0,0,1.044171388,0,0,0,0,0,0,0,0,0,0,0,0,13.8362469,0,0,0,0,0,0,2.09116059,0,0,0,15.75311594,0,0,0,0,0
TOYOTA 6P5 CK051,0.99184,61.71,58.74,44.16,23.87,12.3,7.78,-44.56,-42.5,-34.12,-22.92,-15.97,-10.67,2.26,3.58,1.62,-1.62,-4.21,-5.07,44.62,42.65,34.16,22.98,16.52,11.81,177.1,175.19,177.28,184.04,194.78,205.42,8.26,6.06,5.78,31.13,28.99,19.38,6.11,2.470538686,0,0,0,0,0.162373229,5.756869022,39.04042869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.35068006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.562992326,0,0,0,0,0.84304374,0,0,0,16.81307425,0,0,0,0,0
TOYOTA 6P5 CK081,0.988006,64.66,62.03,47.56,26.84,14.78,9.82,-48.18,-45.65,-36.74,-24.75,-18.1,-14.29,3.4,4.72,2.55,-0.95,-3.54,-4.25,48.3,45.9,36.83,24.77,18.44,14.91,175.96,174.1,176.03,182.21,191.05,196.55,8.95,6.65,6.14,29.66,28.93,23.38,6.22,2.921783585,0,0,0,0,0,6.807713491,35.3061801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.44644668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.99301615,0,0,0,0,0.834649723,0,0,0,16.69021027,0,0,0,0.59,0
TOYOTA 6P9 CK002,0.985183,112.44,106.22,87.3,57.47,39.05,31.64,-6.46,-6.04,-6.38,-7.63,-9.41,-10.43,7.86,7.24,5.53,2.61,1.79,1.99,10.17,9.43,8.45,8.06,9.57,10.62,129.4,129.85,139.08,161.08,169.23,169.18,9.17,7.88,7.82,25.62,25.36,17.76,5.97,0,0,0,0,0,56.11603105,24.05696277,7.258329338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.409405766,0,0,0,0,0,0,5.82696649,0,0,0,0,0,0,5.23284618,0,0,0,0,1.099458411,0,0,0,0,0,0,0,0,0
TOYOTA 6Q1 CK001,0.99995,49.26,47.83,39.65,24.64,12.98,7.86,-3.44,-3.22,-2.74,-2.24,-2.52,-2.74,13.21,13.15,11.81,8.96,6.61,4.48,13.65,13.54,12.12,9.23,7.07,5.26,104.61,103.77,103.05,104.02,110.88,121.47,8.43,6.33,6.28,30.48,31.53,25.08,6.12,3.585213048,0,0,0,0,0,8.35262168,73.52838886,0,0.675393915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.632451529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.755928141,0,0,0,0,2.139098706,0,0,0,0,1.710844183,0,0,0,0,1.620059937,0,0,0,0
TOYOTA 6Q3 CK001,0.996968,90.84,87.44,74.45,49.9,31,23.17,-2.25,-2.15,-2.15,-2.28,-2.52,-2.69,18.54,17.77,15.93,11.66,7.49,5.36,18.68,17.9,16.07,11.88,7.9,6,96.91,96.89,97.68,101.08,108.62,116.66,13.24,13.74,11.68,30.44,26.76,23.16,7.5,5.608899508,0,0,16.21354896,0,16.21354896,13.05291098,37.56693887,0.141393956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.665067444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.339209894,0,0,1.937913102,0,0,0,6.260568338,0,0
TOYOTA 6Q3 CK002,0.998302,95.84,92.71,78.83,51.8,30.83,21.89,-1.87,-1.76,-1.68,-1.51,-1.3,-1.23,18.22,17.21,14.9,10.25,6.41,4.76,18.32,17.3,15,10.36,6.54,4.91,95.87,95.84,96.41,98.4,101.46,104.52,11.7,11.22,9.34,26.33,30.43,26.78,7.04,33.91291973,0,0,9.237409799,0,9.237409799,0,37.18368677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.695420096,0,0,0.38848024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.389509052,0,0,0,0.876324762,0,0,6.07883975,0,0
TOYOTA 6Q3 CK004,0.998686,124.85,115.47,83.83,43.91,23.47,16.99,-2.48,-2.36,-2.13,-1.82,-1.76,-1.8,19.26,18.23,14.83,8.52,4.51,3.29,19.42,18.38,14.98,8.72,4.84,3.75,97.34,97.38,98.16,102.05,111.27,118.62,11.5,11.18,8.61,28.13,27.33,23.31,7.38,0,0,0,18.32396493,0,32.05674506,5.887807157,36.9205351,0,0.10069079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.667660429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285297023,0,0,0,0.584585771,0,0,5.172713735,0,0
TOYOTA 6Q4 CK000,0.999658,64.5,59.28,39.19,18.04,10.15,7.28,-18.29,-15.86,-9.66,-5.18,-4.07,-3.21,20.43,22.36,16.75,8.17,3.61,1.82,27.42,27.42,19.33,9.68,5.44,3.69,131.84,125.34,119.98,122.4,138.39,150.37,9.76,6.81,4.45,32.85,26.05,17.04,7.28,3.078332308,0,0,0,0,0,0,58.26820004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.55851263,0,0,0,0,0,0,0,0,0,0,0,0,0.156916225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.983902983,0,2.315206548,0,3.638929259,0,0
TOYOTA 6Q4 CK051,0.994583,44.55,41.43,28.72,14.56,9.02,7.01,-17.4,-15.97,-11.73,-8.64,-7.84,-6.15,20.52,21.2,15.88,8.35,4.12,2.49,26.9,26.54,19.74,12.01,8.85,6.64,130.31,126.99,126.45,135.99,152.3,157.98,10.33,5.46,5.71,34.66,28.77,13.92,6.06,0.782111885,0,0,0,0,0,1.829669637,44.66417513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.44664541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250999841,14.06465717,0,16.01860479,0,5.003785121,0,4.939351018,0,0
